5.220595059208203844e-05 6.178245630737022468e-05 0.000000000000000000e+00
3.779551342229320538e-05 4.709965927097032592e-05 0.000000000000000000e+00
1.889971632124833978e-05 3.054209328690680444e-05 0.000000000000000000e+00
7.465147332225321845e-06 1.865039601326444032e-05 0.000000000000000000e+00
5.194749335215545667e-06 1.244416964980316397e-05 0.000000000000000000e+00
8.442223352822278665e-06 1.057646055513559858e-05 0.000000000000000000e+00
1.083210113262601695e-05 1.144822572388194443e-05 0.000000000000000000e+00
-4.121438784059159449e-09 1.328428004583761092e-05 0.000000000000000000e+00
-5.199536250237831369e-05 8.676108661206412406e-06 0.000000000000000000e+00
-1.753454228256859588e-04 -2.054909589996851776e-05 0.000000000000000000e+00
3.569895001473727403e-03 5.912543625670750591e-03 0.000000000000000000e+00
2.402837249488202348e-03 4.601705790401863089e-03 0.000000000000000000e+00
9.575609794711722328e-04 3.067166587452966123e-03 0.000000000000000000e+00
1.187810059780757682e-04 1.730770731808636657e-03 0.000000000000000000e+00
3.265776076693242434e-05 6.845617681814413977e-04 0.000000000000000000e+00
4.522350985061533712e-04 -1.092870224166757331e-04 0.000000000000000000e+00
9.038284182160283980e-04 -6.977350788393826136e-04 0.000000000000000000e+00
7.351713358449245284e-04 -1.267738375269777951e-03 0.000000000000000000e+00
-4.497572383860212741e-04 -2.669689856485399360e-03 0.000000000000000000e+00
-2.552872309580254961e-03 -6.114359827989836182e-03 0.000000000000000000e+00
4.840312759475773330e-03 1.124593959941190546e-02 0.000000000000000000e+00
2.901772863047040463e-03 8.792710592265662317e-03 0.000000000000000000e+00
6.710151865032265572e-04 5.869564347697853873e-03 0.000000000000000000e+00
-5.830967205614333987e-04 2.985480520848831504e-03 0.000000000000000000e+00
-6.071789512793756855e-04 3.010391660021212445e-04 0.000000000000000000e+00
2.998540289388777758e-04 -2.141726812055644996e-03 0.000000000000000000e+00
1.496326386383965701e-03 -4.294433729007365169e-03 0.000000000000000000e+00
2.352149321049670783e-03 -6.418986380922073187e-03 0.000000000000000000e+00
4.545443022062480021e-03 -9.872916028277785305e-03 0.000000000000000000e+00
1.112192168547737614e-02 -1.615145209323230052e-02 0.000000000000000000e+00
5.340741311796848301e-03 1.626357588913146524e-02 0.000000000000000000e+00
2.827948266983071335e-03 1.264303109994242835e-02 0.000000000000000000e+00
1.682205470121822533e-04 8.362472534481149578e-03 0.000000000000000000e+00
-1.294969518864035052e-03 3.846521061265061048e-03 0.000000000000000000e+00
-1.239317148885348257e-03 -7.081420720655290379e-04 0.000000000000000000e+00
9.303620693257991237e-05 -5.153447551331624688e-03 0.000000000000000000e+00
2.098518400017075625e-03 -9.303257461147400320e-03 0.000000000000000000e+00
4.280037140276339580e-03 -1.330872064710235392e-02 0.000000000000000000e+00
1.007815392298394563e-02 -1.826993273272792262e-02 0.000000000000000000e+00
2.506681697931316399e-02 -2.490628050959399487e-02 0.000000000000000000e+00
6.106340764196943605e-03 2.097378831822446776e-02 0.000000000000000000e+00
3.175503449751135299e-03 1.613463674826753902e-02 0.000000000000000000e+00
